temp,hum,atm,speed
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
17,34,1018,3.1
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
19,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
20,26,1018,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
21,23,1017,2.6
22,23,1017,2.6
22,23,1017,2.6
22,23,1017,2.6
22,23,1017,2.6
22,23,1017,2.6
22,23,1017,2.6
22,23,1017,2.6
22,23,1017,2.6
22,23,1017,2.6
22,23,1017,2.6
22,23,1017,2.6
22,23,1017,2.6
